Row141,COc1ccc(S(=O)(=O)c2cc(OC)ccc2S(=O)(=O)c2ccc(C(C)(C)NS(C)(=O)=O)cc2)cc1,1
Row725,Cc1ccc(NC(=O)[C@@H]2C(C)(C)[C@@H]3CC[C@@]2(C)C3)cc1S(=O)(=O)N1CCOCC1,1
Row388,COC(=O)[C@H](Cc1ccccc1)NC(=O)c1c(C)n(CCN2CCOCC2)c2c(OC)cccc12,1
Row115,CCCCCc1cc2cc(C(=O)NCCc3ccc(F)cc3)c(=O)[nH]c2c(O)c1OC,1
Row500_dup,COCCCNS(=O)(=O)c1ccc(Nc2cc(OC)cc(OC)c2)cc1C(F)(F)F,0
Row143,C[C@H](NS(C)(=O)=O)c1ccc(Cc2ccc(Cl)cc2S(=O)(=O)c2ccc(Cl)cc2)cc1,1
Row510_dup,COc1cc(Nc2ccc(S(=O)(=O)Nc3cccc4cnccc34)c(C(F)(F)F)c2)cc(OC)c1,0
Row360,CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3cc4c(cc23)OCO4)C1(C)C,1
Row32,CS(=O)(=O)O.Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,1
Row157_dup,CCC(=O)NC1CCCOc2c1nn(-c1ccccc1Cl)c2-c1ccc(Cl)cc1,0
Row502_dup,O=C(N[C@@H]1c2ccccc2C[C@@H]1O)c1cn(-c2ccc(Cl)cc2)c(-c2ccccc2Cl)n1,0
Row99_dup,CCCCCCc1ccc(O)cc1OCCCCCCCCCCC(=O)OCC(O)CO,0
Row780,CC1(C)C(C(=O)c2cn(CCc3cccs3)c3ccccc23)C1(C)C,1
Row856,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1,1
Row812,CC1(C)C(C(=O)c2cn(C[C@H]3CCCO3)c3ccccc23)C1(C)C,1
Row443,CCCCCOc1c(OC)ccc2c(=O)n(CCc3ccc(O)cc3)ccc12,1
Row449_dup,CCCCc1cc(-c2ccc(F)cc2)cc(C(=O)N[C@H]2CC[C@@H](C)CC2)c1OC,0
Row272_dup,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2)c1-c1ccccc1,0
